Entry ID,Jurisdiction ,Date,Action,Intervention Category,Intervention type,Description,Organization
SK072,Sask.,2020-04-30,Eased,Closures/openings,Daycares,Select daycares reopened to all working parents with 8-child capacity limit,"Premier, Chief Medical Officer of Health
"
SK074,Sask.,2020-04-30,New,Health workforce,Supply management,Wage supplement for eligible essential care workers announced,"Government of Saskatchewan
"
SK076,Sask.,2020-05-19,New,Public information,Pandemic response plans,4-phase plan for resuming health services released,"Saskatchewan Health Authority
"
SK077,Sask.,2020-05-19,Eased,Health services,Delayed/resumed medical procedures ,Resumption of routine services and urgent surgeries announced,"Saskatchewan Health Authority
"
SK082,Sask.,2020-04-08,New,Health workforce,Licence reinstatement/reclassification,Modification to temporary registration criteria for pharmacy professionals announced,"Saskatchewan College of Pharmacy Professionals 
"
SK083,Sask.,2020-04-22,New,Health workforce,Change in practice,"Physicians permitted to apply for ""COVID-19 Emergency Scope of Practice"" to expand their scope of practice","College of Physicians and Surgeons of Saskatchewan 
"
SK084,Sask.,2020-03-23,New,Closures/openings,Non-essential services,Restaurants (except takeout/delivery) and other non-essential services closed,"Government of Saskatchewan, Chief Medical Health Officer
"
SK089,Sask.,2020-05-19,Eased,Closures/openings,Non-essential services,"Hairdressers, barbers, markets and retail businesses reopened, except Lloydminster and La Loche",Government of Saskatchewan
SK090,Sask.,2020-05-19,Eased,Closures/openings,Health services,"Regulated health services resumed, except Lloydminster and La Loche",Government of Saskatchewan
SK091,Sask.,2020-05-19,Eased,Closures/openings,Health services,Outpatient physiotherapy and home care services resumed,Saskatchewan Health Authority
SK092,Sask.,2020-05-22,New,Public information,Masks,Recommendation for the use of face masks issued,Government of Saskatchewan
SK093,Sask.,2020-06-08,Eased,Closures/openings,Recreation,Gyms and fitness facilities reopened (except in La Loche),"Government of Saskatchewan
"
SK094,Sask.,2020-06-08,Eased,Closures/openings,Non-essential services,Additional personal service businesses and places of worship reopened except in La Loche,"Government of Saskatchewan
"
SK095,Sask.,2020-06-08,Eased,Distancing,Gatherings,Outdoor gatherings of 30 and indoor gatherings of 15 or fewer permitted (except in northwest Sask.),"Government of Saskatchewan
"
SK096,Sask.,2020-06-08,Eased,Closures/openings,Daycares,All daycares opened with a capacity limit of 15,"Government of Saskatchewan
"
SK099,Sask.,2020-06-01,New,Health workforce,Safety guidelines,Interim protocol updated to support gradual return to work for dentists,"College of Dental Surgeons of Saskatchewan 
"
SK103,Sask.,2020-06-08,Eased,Travel,Restrictions,Travel restrictions on northwest Sask. lifted,"Government of Saskatchewan
"
SK104,Sask.,2020-06-08,Eased,Distancing,Gatherings,Outdoor gatherings of 20 or fewer permitted in northwest Sask.,"Government of Saskatchewan
"
SK105,Sask.,2020-06-03,Eased,Health services,Visitors,Visitor restrictions at long-term care homes relaxed to allow up to 2 designated visitors/support persons,"Government of Saskatchewan
"
SK106,Sask.,2020-06-03,Eased,Health services,Visitors,Visitor restrictions at hospitals relaxed to allow visitation for critical and intensive care patients and for palliative care,"Government of Saskatchewan
"
SK107,Sask.,2020-06-12,Eased,Closures/openings,Recreation,Playgrounds and beaches opened (except in La Loche),"Government of Saskatchewan
"
SK108,Sask.,2020-06-16,Eased,Health services,Delayed/resumed medical procedures ,"Surgeries, medical imaging and specialty clinic testing further resumed","Saskatchewan Health Authority
"
SK109,Sask.,2020-06-11,Eased,Distancing,Gatherings,"Indoor and outdoor ceremonies of up to 150 or 1/3 seating capacity permitted, whichever is less ","Government of Saskatchewan
"
SK112,Sask.,2020-06-22,Eased,Closures/openings,Recreation,Outdoor pools reopened and outdoor sports and activities resumed (except in La Loche),"Government of Saskatchewan
"
SK113,Sask.,2020-06-22,Eased,Distancing,Gatherings,Indoor gatherings of 30 or fewer permitted (except in northwest Sask.),"Government of Saskatchewan
"
SK117,Sask.,2020-05-11,Eased,Closures/openings,Health services,Regulated health services and other non-essential health services resumed in Lloydminster,"City of Lloydminster
"
SK118,Sask.,2020-06-08,Eased,Closures/openings,Health services,Regulated health services resumed in La Loche,"Premier, Chief Medical Health Officer
"
SK119,Sask.,2020-05-11,Eased,Closures/openings,Recreation,"Low-risk outdoor recreational activities (e.g., fishing, boating, hiking) resumed in Lloydminster","Premier, Chief Medical Health Officer
"
SK120,Sask.,2020-06-08,Eased,Closures/openings,Recreation,"Low-risk outdoor recreational activities (e.g., fishing, boating, hiking) resumed in La Loche","Premier, Chief Medical Health Officer
"
SK121,Sask.,2020-06-08,Eased,Closures/openings,Non-essential services,Retail and personal service businesses reopened in La Loche,"Government of Saskatchewan
"
SK123,Sask.,2020-05-04,New ,Health workforce,Safety guidelines,Policy implemented for infection prevention and control for chiropractic clinics,"Chiropractors' Association of Saskatchewan
"
SK124,Sask.,2020-06-15,New ,Health workforce,Safety guidelines,Guidance for safe reopening for dental hygienists,"Saskatchewan Dental Hygienists Association
"
SK125,Sask.,2020-05-19,Eased,Public information,Phase and alert level changes,All regions except La Loche entered Phase 2 of reopening plan.,"Government of Saskatchewan
"
SK126,Sask.,2020-06-08,Eased,Public information,Phase and alert level changes,All regions except La Loche entered Phase 3 of reopening plan.,"Government of Saskatchewan
"
SK127,Sask.,2020-06-22,Eased,Public information,Phase and alert level changes,All regions except La Loche entered Phase 4 of reopening plan.,"Government of Saskatchewan
"
SK128,Sask.,2020-05-11,Eased,Public information,Phase and alert level changes,Lloydminster entered Phase 1 of reopening plan,"Government of Saskatchewan
"
SK129,Sask.,2020-06-08,Eased,Public information,Phase and alert level changes,La Loche entered phases 1 and 2 of reopening plan,"Government of Saskatchewan
"
SK130,Sask.,2020-06-22,Eased,Closures/openings,Daycares,Day camps opened except in La Loche,"Government of Saskatchewan
"
SK131,Sask.,2020-06-26,Eased,Closures/openings,Recreation,"Parks and campgrounds operating at 100% capacity permitted, with exceptions","Government of Saskatchewan
"
SK132,Sask.,2020-06-29,Eased,Closures/openings,Recreation,"Cultural and indoor recreational facilities reopened, with exceptions","Government of Saskatchewan
"
SK133,Sask.,2020-06-29,New,Public information,Masks,Mandatory use of face coverings announced for service workers who cannot maintain a 2-metre distance from customers,"Government of Saskatchewan
"
SK134,Sask.,2020-07-06,Eased,Closures/openings,Recreation,Indoor fitness and performing arts facilities reopened,"Government of Saskatchewan
"
SK135,Sask.,2020-07-09,Eased,Closures/openings,Recreation,Casinos and bingo halls reopened,"Government of Saskatchewan
"
SK136,Sask.,2020-07-06,Eased,Closures/openings,Non-essential services,"Restaurant and liquor-licensed establishments' seating capacity limitations lifted, provided social distancing measures are maintained","Government of Saskatchewan
"
SK137,Sask.,2020-07-07,Eased,Health services,Visitors,"Visitor restrictions in acute and long-term care, personal care and group homes relaxed to allow 2 designated visitors","Chief Medical Health Officer
"
SK138,Sask.,2020-07-16,Eased,Closures/openings,Non-essential services,Live music at businesses and events permitted; banquet hall and conference facilities reopened,"Government of Saskatchewan
"
SK139,Sask.,2020-07-16,Eased,Closures/openings,Recreation,"Racetracks, rodeo and trade shows reopened","Government of Saskatchewan
"
SK140,Sask.,2020-07-13,Eased,Health services,Delayed/resumed medical procedures,"Further increases to surgical capacity, medical imaging capacity and specialized medical services announced","Government of Saskatchewan
"
SK142,Sask.,2020-07-21,Eased,Closures/openings,Recreation,24-hour access to fitness facilities permitted,"Government of Saskatchewan
"
SK147,Sask.,2020-07-30,New,Health workforce,Supply management,Wage supplement program expanded to include all workers at identified health care facilities,Government of Saskatchewan
SK148,Sask.,2020-07-13,New,Health workforce,Safety guidelines,Updated infection control protocol for dental professions released,College of Dental Surgeons of Saskatchewan
SK149,Sask.,2020-06-29,New,Health workforce,Licence reinstatement/reclassification,Emergency registration for pharmacists suspended,Saskatchewan College of Pharmacy Professionals
SK154,Sask.,2020-08-04,New,Closures/openings,Education,Back-to-school plan with safety guidance for upcoming school year released,"Government of Saskatchewan
"
SK155,Sask.,2020-08-11,New,Closures/openings,Education,Recommendation for mask use in common areas and buses for grades 4 to 12 and grades 9 to 12 issued ,"Government of Saskatchewan
"
SK157,Sask.,2020-09-08,Eased,Closures/openings,Education,Public schools opened for first day of in-person learning,"Government of Saskatchewan
"
SK159,Sask.,2020-08-27,New,Case management,Education,Parent information packages on testing and notification of illness published; students to be given voluntary testing during the school year,"Government of Saskatchewan
"
SK160,Sask.,2020-08-27,New,Closures/openings,Education,Parent information packages with information on return to school released,"Government of Saskatchewan
"
SK163,Sask.,2020-09-18,New,Case management,Contact tracing,COVID Alert app launched in province,"Government of Saskatchewan
"
SK169,Sask.,2020-05-04,Eased,Public information,Phase and alert level changes,All regions except Lloydminster and La Loche entered Phase 1 (initial stage) of reopening plan,"Premier, Chief Medical Health Officer
"
